,S_OROVL,S_FOLSM,icy,icm,iwy,iwm,cfs_taf
1921-10-31 23:59:59,2176.3003426990895,519.764776349748,1921,10,1922,1,0.061487603
1921-11-30 23:59:59,2104.373940650806,444.8436921811484,1921,11,1922,2,0.059504132
1921-12-31 23:59:59,2151.72865854521,455.4686831753222,1921,12,1922,3,0.061487603
1922-01-31 23:59:59,2147.5346825248666,471.08316284965855,1922,1,1922,4,0.061487603
1922-02-28 23:59:59,2415.976295501042,566.9999999999999,1922,2,1922,5,0.05553719
1922-03-31 23:59:59,2682.304376491705,750.338466511142,1922,3,1922,6,0.061487603
1922-04-30 23:59:59,3345.573894029082,899.9999999999998,1922,4,1922,7,0.059504132
1922-05-31 23:59:59,3538.0000000000005,966.9999999999997,1922,5,1922,8,0.061487603
1922-06-30 23:59:59,3537.9999999999995,966.9999999999998,1922,6,1922,9,0.059504132
1922-07-31 23:59:59,3027.0925332797838,942.0000000000001,1922,7,1922,10,0.061487603
1922-08-31 23:59:59,2523.9560806212685,792.0000000000003,1922,8,1922,11,0.061487603
1922-09-30 23:59:59,2374.2378294004775,711.4785645308978,1922,9,1922,12,0.059504132
1922-10-31 23:59:59,2190.584749675704,678.6437612688364,1922,10,1923,1,0.061487603
1922-11-30 23:59:59,2169.134927054097,567.0000000000003,1922,11,1923,2,0.059504132
1922-12-31 23:59:59,2382.18967996243,566.9999999999995,1922,12,1923,3,0.061487603
1923-01-31 23:59:59,2494.390999894054,567.0000000000003,1923,1,1923,4,0.061487603
1923-02-28 23:59:59,2552.0012158002583,566.9999999999999,1923,2,1923,5,0.05553719
1923-03-31 23:59:59,2714.1623103148795,627.8578168532218,1923,3,1923,6,0.061487603
1923-04-30 23:59:59,3160.7428780939113,900.0,1923,4,1923,7,0.059504132
1923-05-31 23:59:59,3205.3996744525457,967.0,1923,5,1923,8,0.061487603
1923-06-30 23:59:59,3354.167745316042,967.0000000000002,1923,6,1923,9,0.059504132
1923-07-31 23:59:59,2766.6134497215403,743.3635889337357,1923,7,1923,10,0.061487603
1923-08-31 23:59:59,2254.4703228865515,710.7034534763309,1923,8,1923,11,0.061487603
1923-09-30 23:59:59,2158.3814324894665,604.8574800745341,1923,9,1923,12,0.059504132
1923-10-31 23:59:59,2035.4391003597832,577.1069790496013,1923,10,1924,1,0.061487603
1923-11-30 23:59:59,1944.9143735152998,506.86577750147023,1923,11,1924,2,0.059504132
1923-12-31 23:59:59,1853.6546921841516,459.36459058738717,1923,12,1924,3,0.061487603
1924-01-31 23:59:59,1780.9476592332064,420.35175011319086,1924,1,1924,4,0.061487603
1924-02-29 23:59:59,1921.6040282926863,432.61131216536376,1924,2,1924,5,0.057520661
1924-03-31 23:59:59,1887.7965876891694,412.763279857773,1924,3,1924,6,0.061487603
1924-04-30 23:59:59,1809.5526094415998,405.1911539708487,1924,4,1924,7,0.059504132
1924-05-31 23:59:59,1619.6186483184485,348.54222339703756,1924,5,1924,8,0.061487603
1924-06-30 23:59:59,1366.5016256459746,328.4064763513406,1924,6,1924,9,0.059504132
1924-07-31 23:59:59,979.279736628087,301.72616015616626,1924,7,1924,10,0.061487603
1924-08-31 23:59:59,768.7213121959834,277.97547566605573,1924,8,1924,11,0.061487603
1924-09-30 23:59:59,763.9683700552532,273.3884104042516,1924,9,1924,12,0.059504132
1924-10-31 23:59:59,777.6854755044039,261.8980238030728,1924,10,1925,1,0.061487603
1924-11-30 23:59:59,829.6277783076524,286.4299618716501,1924,11,1925,2,0.059504132
1924-12-31 23:59:59,872.7251679604477,377.836406105087,1924,12,1925,3,0.061487603
1925-01-31 23:59:59,897.1776993148724,454.16648051678715,1925,1,1925,4,0.061487603
1925-02-28 23:59:59,1509.869872407792,567.0000000000002,1925,2,1925,5,0.05553719
1925-03-31 23:59:59,1713.3521270765805,692.0417765593511,1925,3,1925,6,0.061487603
1925-04-30 23:59:59,2064.2025962901585,899.9999999999995,1925,4,1925,7,0.059504132
1925-05-31 23:59:59,2188.7628315698885,967.0000000000001,1925,5,1925,8,0.061487603
1925-06-30 23:59:59,2060.0621377495863,967.0,1925,6,1925,9,0.059504132
1925-07-31 23:59:59,1773.522041910598,724.5366199807145,1925,7,1925,10,0.061487603
1925-08-31 23:59:59,1608.6332917972431,676.7678710709716,1925,8,1925,11,0.061487603
1925-09-30 23:59:59,1637.910222975907,643.8227063677392,1925,9,1925,12,0.059504132
1925-10-31 23:59:59,1596.3422615850477,562.59133724843,1925,10,1926,1,0.061487603
1925-11-30 23:59:59,1598.567858904444,503.4602370748665,1925,11,1926,2,0.059504132
1925-12-31 23:59:59,1599.1072398694712,477.3909982304476,1925,12,1926,3,0.061487603
1926-01-31 23:59:59,1607.6284362245558,437.85481715985753,1926,1,1926,4,0.061487603
1926-02-28 23:59:59,2078.6316039465473,567.0,1926,2,1926,5,0.05553719
1926-03-31 23:59:59,2268.9940131254343,593.7462965480759,1926,3,1926,6,0.061487603
1926-04-30 23:59:59,2925.065368236028,870.4580251327121,1926,4,1926,7,0.059504132
1926-05-31 23:59:59,2747.442314493512,907.1702649630805,1926,5,1926,8,0.061487603
1926-06-30 23:59:59,2402.935446555129,774.2921927849867,1926,6,1926,9,0.059504132
1926-07-31 23:59:59,1681.3188028651643,577.7546041063587,1926,7,1926,10,0.061487603
1926-08-31 23:59:59,1580.4490257168247,476.05792814763385,1926,8,1926,11,0.061487603
1926-09-30 23:59:59,1583.5020661608003,436.4072665331107,1926,9,1926,12,0.059504132
1926-10-31 23:59:59,1520.9069612677736,377.5696977888749,1926,10,1927,1,0.061487603
1926-11-30 23:59:59,1808.3120286498033,526.4841846942547,1926,11,1927,2,0.059504132
1926-12-31 23:59:59,1992.1029986239282,567.0,1926,12,1927,3,0.061487603
1927-01-31 23:59:59,2219.7881095303082,567.0,1927,1,1927,4,0.061487603
1927-02-28 23:59:59,2787.9999999999995,567.0,1927,2,1927,5,0.05553719
1927-03-31 23:59:59,2999.0,756.0,1927,3,1927,6,0.061487603
1927-04-30 23:59:59,3398.053750766705,900.0000000000002,1927,4,1927,7,0.059504132
1927-05-31 23:59:59,3538.0000000000005,966.9999999999999,1927,5,1927,8,0.061487603
1927-06-30 23:59:59,3538.0,966.9999999999999,1927,6,1927,9,0.059504132
1927-07-31 23:59:59,2966.9109444641063,805.9853112878544,1927,7,1927,10,0.061487603
1927-08-31 23:59:59,2456.232843250395,694.0433489277134,1927,8,1927,11,0.061487603
1927-09-30 23:59:59,2084.371713613359,628.8353369246802,1927,9,1927,12,0.059504132
1927-10-31 23:59:59,2019.75856105604,593.7082312258015,1927,10,1928,1,0.061487603
1927-11-30 23:59:59,2161.37956437609,567.0,1927,11,1928,2,0.059504132
1927-12-31 23:59:59,2191.446466346121,543.2737215257775,1927,12,1928,3,0.061487603
1928-01-31 23:59:59,2219.9564540198635,539.8775034201616,1928,1,1928,4,0.061487603
1928-02-29 23:59:59,2417.011319169666,566.9999999999999,1928,2,1928,5,0.057520661
1928-03-31 23:59:59,2797.0,756.0,1928,3,1928,6,0.061487603
1928-04-30 23:59:59,3289.4223419565346,900.0000000000002,1928,4,1928,7,0.059504132
1928-05-31 23:59:59,3367.988990985739,967.0000000000001,1928,5,1928,8,0.061487603
1928-06-30 23:59:59,3139.73276146673,920.9753930623132,1928,6,1928,9,0.059504132
1928-07-31 23:59:59,2481.672510926448,650.3084920146523,1928,7,1928,10,0.061487603
1928-08-31 23:59:59,1933.3253104273638,556.070955122469,1928,8,1928,11,0.061487603
1928-09-30 23:59:59,1843.2759271170482,448.3073322143514,1928,9,1928,12,0.059504132
1928-10-31 23:59:59,1690.0450044989484,402.1589062794369,1928,10,1929,1,0.061487603
1928-11-30 23:59:59,1620.0831890007742,340.70772308455054,1928,11,1929,2,0.059504132
1928-12-31 23:59:59,1599.223983718417,300.6718798713377,1928,12,1929,3,0.061487603
1929-01-31 23:59:59,1541.7456250334346,256.3880631585381,1929,1,1929,4,0.061487603
1929-02-28 23:59:59,1575.203700929565,274.17401002245435,1929,2,1929,5,0.05553719
1929-03-31 23:59:59,1603.402232502408,318.7907323406469,1929,3,1929,6,0.061487603
1929-04-30 23:59:59,1721.2500566533283,398.8362806371989,1929,4,1929,7,0.059504132
1929-05-31 23:59:59,1759.4816780335473,508.7521497224145,1929,5,1929,8,0.061487603
1929-06-30 23:59:59,1653.225457956512,623.0467262676057,1929,6,1929,9,0.059504132
1929-07-31 23:59:59,1371.8457284320762,537.7159699759394,1929,7,1929,10,0.061487603
1929-08-31 23:59:59,1162.4906250714907,491.4105815537213,1929,8,1929,11,0.061487603
1929-09-30 23:59:59,1151.7415651762315,464.65034304938723,1929,9,1929,12,0.059504132
1929-10-31 23:59:59,1106.2584416903082,400.28587878822304,1929,10,1930,1,0.061487603
1929-11-30 23:59:59,1008.9756659435884,386.26126707345924,1929,11,1930,2,0.059504132
1929-12-31 23:59:59,1676.2867963581282,521.9599894588214,1929,12,1930,3,0.061487603
1930-01-31 23:59:59,1877.718464124677,567.0000000000001,1930,1,1930,4,0.061487603
1930-02-28 23:59:59,2158.5911632717302,566.9999999999998,1930,2,1930,5,0.05553719
1930-03-31 23:59:59,2626.1924144399272,739.6036836076403,1930,3,1930,6,0.061487603
1930-04-30 23:59:59,3031.620140239458,868.0026770542618,1930,4,1930,7,0.059504132
1930-05-31 23:59:59,3066.6386704986585,963.2863267263629,1930,5,1930,8,0.061487603
1930-06-30 23:59:59,2712.053980779476,801.6658657628213,1930,6,1930,9,0.059504132
1930-07-31 23:59:59,2005.7500425808785,598.5600592584525,1930,7,1930,10,0.061487603
1930-08-31 23:59:59,1591.6553523117382,501.2689766935636,1930,8,1930,11,0.061487603
1930-09-30 23:59:59,1594.9122013890264,471.1400337374532,1930,9,1930,12,0.059504132
1930-10-31 23:59:59,1596.3224205932297,436.5555498117462,1930,10,1931,1,0.061487603
1930-11-30 23:59:59,1598.2230921079279,439.506048654921,1930,11,1931,2,0.059504132
1930-12-31 23:59:59,1552.4008979879814,452.58459557160006,1930,12,1931,3,0.061487603
1931-01-31 23:59:59,1567.8249173142606,461.3001998670879,1931,1,1931,4,0.061487603
1931-02-28 23:59:59,1598.7333111893308,461.9075199847326,1931,2,1931,5,0.05553719
1931-03-31 23:59:59,1716.26917015632,505.6982361173807,1931,3,1931,6,0.061487603
1931-04-30 23:59:59,1650.3667394085219,523.3390585122429,1931,4,1931,7,0.059504132
1931-05-31 23:59:59,1573.578381348196,511.02133509152594,1931,5,1931,8,0.061487603
1931-06-30 23:59:59,1363.7876936965934,483.6058524327848,1931,6,1931,9,0.059504132
1931-07-31 23:59:59,977.0699451469293,396.48489532612217,1931,7,1931,10,0.061487603
1931-08-31 23:59:59,729.6642292287728,346.6502446181121,1931,8,1931,11,0.061487603
1931-09-30 23:59:59,712.697845790353,348.51599087645377,1931,9,1931,12,0.059504132
1931-10-31 23:59:59,745.2758258747372,331.7845644741413,1931,10,1932,1,0.061487603
1931-11-30 23:59:59,755.8738245009916,347.0253683932471,1931,11,1932,2,0.059504132
1931-12-31 23:59:59,908.1389969261947,524.0331012328242,1931,12,1932,3,0.061487603
1932-01-31 23:59:59,1013.4463686520215,566.9999999999999,1932,1,1932,4,0.061487603
1932-02-29 23:59:59,1128.5374332423282,566.9999999999997,1932,2,1932,5,0.057520661
1932-03-31 23:59:59,1521.9057518807379,693.6690133987275,1932,3,1932,6,0.061487603
1932-04-30 23:59:59,1782.6920800222747,850.1762569005615,1932,4,1932,7,0.059504132
1932-05-31 23:59:59,2115.5463526989865,967.0000000000007,1932,5,1932,8,0.061487603
1932-06-30 23:59:59,1975.9571585589626,967.0000000000003,1932,6,1932,9,0.059504132
1932-07-31 23:59:59,1712.2438582238767,941.9999999999998,1932,7,1932,10,0.061487603
1932-08-31 23:59:59,1591.921892887828,792.0000000000002,1932,8,1932,11,0.061487603
1932-09-30 23:59:59,1574.6849953954772,730.377640950075,1932,9,1932,12,0.059504132
1932-10-31 23:59:59,1568.7211992448833,568.9972578879214,1932,10,1933,1,0.061487603
1932-11-30 23:59:59,1512.898648012399,504.98110569153397,1932,11,1933,2,0.059504132
1932-12-31 23:59:59,1490.8469427218565,463.23553848332006,1932,12,1933,3,0.061487603
1933-01-31 23:59:59,1457.8008303335203,431.4254856392053,1933,1,1933,4,0.061487603
1933-02-28 23:59:59,1492.8477331270758,393.0589032578327,1933,2,1933,5,0.05553719
1933-03-31 23:59:59,1597.8984040825612,438.0470778163998,1933,3,1933,6,0.061487603
1933-04-30 23:59:59,1725.383675502582,517.9583622634977,1933,4,1933,7,0.059504132
1933-05-31 23:59:59,1817.6924324529089,655.5693504183257,1933,5,1933,8,0.061487603
1933-06-30 23:59:59,1781.3640408103922,817.5395711650954,1933,6,1933,9,0.059504132
1933-07-31 23:59:59,1579.672101674224,592.0000000000001,1933,7,1933,10,0.061487603
1933-08-31 23:59:59,1359.9976760242241,527.3301712253592,1933,8,1933,11,0.061487603
1933-09-30 23:59:59,1370.1193563645907,500.4724969319791,1933,9,1933,12,0.059504132
1933-10-31 23:59:59,1328.912564583388,483.7912437029295,1933,10,1934,1,0.061487603
1933-11-30 23:59:59,1245.3907364135675,482.9080613922688,1933,11,1934,2,0.059504132
1933-12-31 23:59:59,1291.0105156380082,567.0000000000003,1933,12,1934,3,0.061487603
1934-01-31 23:59:59,1423.4731522272912,566.9999999999999,1934,1,1934,4,0.061487603
1934-02-28 23:59:59,1598.9392921667593,567.0,1934,2,1934,5,0.05553719
1934-03-31 23:59:59,1823.1911536111204,616.5666503546145,1934,3,1934,6,0.061487603
1934-04-30 23:59:59,1856.7164127052727,659.8061884878896,1934,4,1934,7,0.059504132
1934-05-31 23:59:59,1778.8623847254078,640.8201961702019,1934,5,1934,8,0.061487603
1934-06-30 23:59:59,1593.0284733493315,589.9080082949476,1934,6,1934,9,0.059504132
1934-07-31 23:59:59,1268.4933331666148,463.2406968180185,1934,7,1934,10,0.061487603
1934-08-31 23:59:59,1053.9402129730647,423.1547004754512,1934,8,1934,11,0.061487603
1934-09-30 23:59:59,1052.6179150653845,383.5399292412734,1934,9,1934,12,0.059504132
1934-10-31 23:59:59,1043.045853603337,360.4515978454365,1934,10,1935,1,0.061487603
1934-11-30 23:59:59,1047.1411295892428,388.711684688571,1934,11,1935,2,0.059504132
1934-12-31 23:59:59,1033.2560512190662,427.30731612127033,1934,12,1935,3,0.061487603
1935-01-31 23:59:59,1168.1650417170504,553.4958417654705,1935,1,1935,4,0.061487603
1935-02-28 23:59:59,1310.7145637099309,567.0000000000001,1935,2,1935,5,0.05553719
1935-03-31 23:59:59,1543.8596596343439,672.1094448642649,1935,3,1935,6,0.061487603
1935-04-30 23:59:59,2591.136527452247,899.9999999999998,1935,4,1935,7,0.059504132
1935-05-31 23:59:59,2905.578185617856,967.0000000000001,1935,5,1935,8,0.061487603
1935-06-30 23:59:59,2968.478754589452,967.0000000000001,1935,6,1935,9,0.059504132
1935-07-31 23:59:59,2366.2721582010477,743.6797934540916,1935,7,1935,10,0.061487603
1935-08-31 23:59:59,1829.849020945368,650.4244760225968,1935,8,1935,11,0.061487603
1935-09-30 23:59:59,1716.4207399340246,610.5251032096453,1935,9,1935,12,0.059504132
1935-10-31 23:59:59,1596.4995473707525,576.892713796768,1935,10,1936,1,0.061487603
1935-11-30 23:59:59,1530.2810463889466,396.15638151629474,1935,11,1936,2,0.059504132
1935-12-31 23:59:59,1461.921288767139,353.8087735729763,1935,12,1936,3,0.061487603
1936-01-31 23:59:59,1848.5581187073274,566.9999999999997,1936,1,1936,4,0.061487603
1936-02-29 23:59:59,2608.615976150048,567.0000000000001,1936,2,1936,5,0.057520661
1936-03-31 23:59:59,2954.0,756.0000000000005,1936,3,1936,6,0.061487603
1936-04-30 23:59:59,3408.0000000000005,899.9999999999995,1936,4,1936,7,0.059504132
1936-05-31 23:59:59,3538.000000000002,966.9999999999999,1936,5,1936,8,0.061487603
1936-06-30 23:59:59,3538.0000000000005,967.0000000000005,1936,6,1936,9,0.059504132
1936-07-31 23:59:59,2937.9741520218604,780.3880913139321,1936,7,1936,10,0.061487603
1936-08-31 23:59:59,2424.2414913179805,716.1081953319538,1936,8,1936,11,0.061487603
1936-09-30 23:59:59,1994.334477153392,678.2639580155774,1936,9,1936,12,0.059504132
1936-10-31 23:59:59,1926.7220935884711,567.9891394218978,1936,10,1937,1,0.061487603
1936-11-30 23:59:59,1825.3634042641725,501.41260255138815,1936,11,1937,2,0.059504132
1936-12-31 23:59:59,1734.8395067876945,454.94146665057497,1936,12,1937,3,0.061487603
1937-01-31 23:59:59,1646.088218970956,425.69123430914385,1937,1,1937,4,0.061487603
1937-02-28 23:59:59,1774.3127555527976,567.0000000000003,1937,2,1937,5,0.05553719
1937-03-31 23:59:59,2079.630775062943,755.9999999999999,1937,3,1937,6,0.061487603
1937-04-30 23:59:59,2556.92771819512,900.0000000000005,1937,4,1937,7,0.059504132
1937-05-31 23:59:59,2911.9188694377112,967.0,1937,5,1937,8,0.061487603
1937-06-30 23:59:59,2695.1612102294375,927.1552265815839,1937,6,1937,9,0.059504132
1937-07-31 23:59:59,2125.023375538792,691.4716936107812,1937,7,1937,10,0.061487603
1937-08-31 23:59:59,1637.223165339887,596.5448011825007,1937,8,1937,11,0.061487603
1937-09-30 23:59:59,1630.1596954393017,545.5988393547847,1937,9,1937,12,0.059504132
1937-10-31 23:59:59,1596.4086429048423,472.69969180109894,1937,10,1938,1,0.061487603
1937-11-30 23:59:59,1724.1290933031548,435.7097292439205,1937,11,1938,2,0.059504132
1937-12-31 23:59:59,2649.0705794168293,567.0,1937,12,1938,3,0.061487603
1938-01-31 23:59:59,2809.473846903155,567.0000000000001,1938,1,1938,4,0.061487603
1938-02-28 23:59:59,2788.0,567.0000000000002,1938,2,1938,5,0.05553719
1938-03-31 23:59:59,2788.000000000002,756.0000000000002,1938,3,1938,6,0.061487603
1938-04-30 23:59:59,3278.072111016651,900.0000000000002,1938,4,1938,7,0.059504132
1938-05-31 23:59:59,3537.9999999999995,966.9999999999999,1938,5,1938,8,0.061487603
1938-06-30 23:59:59,3538.0,966.9999999999999,1938,6,1938,9,0.059504132
1938-07-31 23:59:59,3261.2224756496857,941.9999999999998,1938,7,1938,10,0.061487603
1938-08-31 23:59:59,3101.51425214945,792.0000000000001,1938,8,1938,11,0.061487603
1938-09-30 23:59:59,2898.1703880043465,752.0000000000001,1938,9,1938,12,0.059504132
1938-10-31 23:59:59,2785.6857983115037,712.000000000001,1938,10,1939,1,0.061487603
1938-11-30 23:59:59,2756.741454329381,567.0,1938,11,1939,2,0.059504132
1938-12-31 23:59:59,2710.8623183899117,539.3100363783717,1938,12,1939,3,0.061487603
1939-01-31 23:59:59,2651.8310262373093,505.0167512037729,1939,1,1939,4,0.061487603
1939-02-28 23:59:59,2658.773015390674,489.1091805969832,1939,2,1939,5,0.05553719
1939-03-31 23:59:59,2785.214429849788,567.6093813361874,1939,3,1939,6,0.061487603
1939-04-30 23:59:59,2806.0066554985656,683.9706604647649,1939,4,1939,7,0.059504132
1939-05-31 23:59:59,2598.7652027076474,699.9088834735852,1939,5,1939,8,0.061487603
1939-06-30 23:59:59,2347.847466544817,619.1759115604419,1939,6,1939,9,0.059504132
1939-07-31 23:59:59,1705.0729786607963,503.84729105387294,1939,7,1939,10,0.061487603
1939-08-31 23:59:59,1497.2884695427342,408.42564990013483,1939,8,1939,11,0.061487603
1939-09-30 23:59:59,1485.6095398885593,389.78384227178475,1939,9,1939,12,0.059504132
1939-10-31 23:59:59,1421.4752041044972,377.13069336952367,1939,10,1940,1,0.061487603
1939-11-30 23:59:59,1322.3279029525856,385.9885902937441,1939,11,1940,2,0.059504132
1939-12-31 23:59:59,1259.888492914334,415.35972959739604,1939,12,1940,3,0.061487603
1940-01-31 23:59:59,1685.6914389269625,567.0,1940,1,1940,4,0.061487603
1940-02-29 23:59:59,2697.169659102848,566.9999999999992,1940,2,1940,5,0.057520661
1940-03-31 23:59:59,2788.0,756.0000000000015,1940,3,1940,6,0.061487603
1940-04-30 23:59:59,3238.000000000001,899.9999999999997,1940,4,1940,7,0.059504132
1940-05-31 23:59:59,3446.2346668172518,967.0000000000003,1940,5,1940,8,0.061487603
1940-06-30 23:59:59,3260.407514615405,929.1811590475769,1940,6,1940,9,0.059504132
1940-07-31 23:59:59,2591.2143876000127,647.7962157871201,1940,7,1940,10,0.061487603
1940-08-31 23:59:59,2057.398117172286,528.9902488461069,1940,8,1940,11,0.061487603
1940-09-30 23:59:59,1841.7306264764375,494.59137103896336,1940,9,1940,12,0.059504132
1940-10-31 23:59:59,1695.6524794666404,400.3022647964535,1940,10,1941,1,0.061487603
1940-11-30 23:59:59,1704.8243316906746,357.9231183642724,1940,11,1941,2,0.059504132
1940-12-31 23:59:59,2210.8342229786485,524.933791414759,1940,12,1941,3,0.061487603
1941-01-31 23:59:59,2716.3990721998052,566.9999999999986,1941,1,1941,4,0.061487603
1941-02-28 23:59:59,2788.0,567.0000000000002,1941,2,1941,5,0.05553719
1941-03-31 23:59:59,2918.0,755.9999999999992,1941,3,1941,6,0.061487603
1941-04-30 23:59:59,3336.48342090183,900.0,1941,4,1941,7,0.059504132
1941-05-31 23:59:59,3538.0000000000005,967.0000000000001,1941,5,1941,8,0.061487603
1941-06-30 23:59:59,3537.9999999999995,967.0000000000002,1941,6,1941,9,0.059504132
1941-07-31 23:59:59,3105.378403907235,941.9999999999999,1941,7,1941,10,0.061487603
